regiao,nome_vendedor,nome_produto,total_vendas_brl,quantidade_vendida
Nordeste,Bruna Lima,Lava-Louças Compacta,838025.43,959
Nordeste,Kleber Esteves,Umidificador de Ar,837303.0499999999,185
Nordeste,Igor Carvalho,Barbeador Elétrico,837215.6900000001,130
Nordeste,Fernanda Silveira,Abajur de Chão Decorativo,837168.82,100
Nordeste,Igor Carvalho,Webcam Full HD,834228.91,151
Nordeste,Fernanda Silveira,Roteador Wi-Fi 6,833743.37,251
Nordeste,Denise Ramos,Lanterna Tática LED,831579.76,321
Nordeste,Heloísa Britto,Filtro de Barro Tradicional,831298.29,310
Nordeste,Guilherme Alves,Lavadora de Alta Pressão,831202.87,406
Nordeste,Elias Barbosa,Umidificador de Ar,830360.9400000001,207
Nordeste,Kleber Esteves,Saco de Dormir Ultraleve,830318.83,105
Nordeste,Heloísa Britto,Botas de Moto Impermeáveis,828132.42,420
Nordeste,Guilherme Alves,Máquina de Costura Doméstica,827943.35,175
Nordeste,Kleber Esteves,Sanduicheira Elétrica,827706.36,134
Nordeste,Bruna Lima,Batedeira Planetária,826424.44,87
Nordeste,Bruna Lima,Pipoca Elétrica,825433.5700000001,916
Nordeste,Kleber Esteves,Pipoca Elétrica,822969.54,858
Nordeste,Denise Ramos,Kit Lâmpadas LED Inteligentes,820104.0700000001,179
Nordeste,Kleber Esteves,Polidor de Carro Elétrico,819555.73,202
Nordeste,Bruna Lima,Drone com Câmera 4K,819544.75,340
Nordeste,Janaína Dantas,Alarme Automotivo,818044.0800000001,127
Nordeste,Igor Carvalho,Cantil Térmico,817980.45,211
Nordeste,Kleber Esteves,Impressora Multifuncional,817408.5800000001,274
Nordeste,Fernanda Silveira,Microfone Condensador USB,817283.84,1146
Nordeste,Guilherme Alves,Luvas de Proteção Moto,816169.53,204
Nordeste,Kleber Esteves,Sensor de Estacionamento,815878.13,191
Nordeste,Kleber Esteves,Cama Box Queen Size,815869.16,207
Nordeste,Heloísa Britto,Lixadeira Orbital,815865.65,798
Nordeste,Janaína Dantas,Polidor de Carro Elétrico,813102.54,222
Nordeste,Heloísa Britto,Pneu Aro 16,811237.08,190
Nordeste,Bruna Lima,Pistola de Pintura Elétrica,808920.5700000001,88
Nordeste,Caio Mendes,Polidor de Carro Elétrico,808200.25,208
Nordeste,Fernanda Silveira,Cooktop 5 Bocas,806086.28,251
Nordeste,Janaína Dantas,Serra Tico-Tico,803320.61,418
Nordeste,Heloísa Britto,Purificador de Água,802763.97,425
Nordeste,Heloísa Britto,Faqueiro Inox 24 Peças,802165.12,595
Nordeste,Janaína Dantas,Bomba Submersa,800977.8400000001,158
Nordeste,Heloísa Britto,Echo Dot 4ª Geração,799757.74,233
Nordeste,Caio Mendes,Kit de Jardinagem,799279.29,1537
Nordeste,Kleber Esteves,Cozinha Compacta,794820.16,286
Nordeste,Fernanda Silveira,Câmera de Ré para Carro,792946.9400000001,220
Nordeste,Janaína Dantas,Botas de Moto Impermeáveis,792676.34,433
Nordeste,Elias Barbosa,Purificador de Água,792442.49,307
Nordeste,Bruna Lima,Máquina de Costura Doméstica,792192.87,156
Nordeste,Guilherme Alves,Cozinha Compacta,791404.63,307
Nordeste,Denise Ramos,Luvas de Proteção Moto,790566.87,233
Nordeste,Igor Carvalho,Umidificador de Ar,790285.4,187
Nordeste,Denise Ramos,Aspirador de Pó Robô,786026.0900000001,384
Nordeste,Fernanda Silveira,Calça Jeans Motoqueiro,783629.86,124
Nordeste,Igor Carvalho,Saco de Dormir Ultraleve,783499.68,82
Nordeste,Guilherme Alves,Geladeira Frost Free,783033.21,292
Nordeste,Kleber Esteves,Trena a Laser,780076.34,161
Nordeste,Kleber Esteves,Alarme Automotivo,778937.62,117
Nordeste,Kleber Esteves,Lava-Louças Compacta,776744.05,1022
Nordeste,Igor Carvalho,Aspirador de Água e Pó,775658.59,165
Nordeste,Fernanda Silveira,Luvas de Proteção Moto,775038.38,211
Nordeste,Denise Ramos,Kit de Jardinagem,774078.0,1697
Nordeste,Janaína Dantas,Pneu Aro 16,773325.33,183
Nordeste,Heloísa Britto,Abajur de Chão Decorativo,772367.68,79
Nordeste,Kleber Esteves,Purificador de Água,770019.0800000001,353
Nordeste,Bruna Lima,Polidor de Carro Elétrico,768755.23,197
Nordeste,Janaína Dantas,Ferro de Passar a Vapor,767307.96,95
Nordeste,Igor Carvalho,Trena a Laser,766889.54,143
Nordeste,Caio Mendes,Bicicleta Ergométrica,766488.64,81
Nordeste,Caio Mendes,Capa de Carro Protetora,765911.46,696
Nordeste,Caio Mendes,Liquidificador Turbo,765590.9199999999,145
Nordeste,Bruna Lima,Bateria Portátil Power Bank,764203.79,229
Nordeste,Bruna Lima,Roçadeira a Gasolina,763186.41,464
Nordeste,Igor Carvalho,Roçadeira a Gasolina,762115.67,391
Nordeste,Heloísa Britto,Tapete Geométrico,760897.85,121
Nordeste,Igor Carvalho,Roteador Wi-Fi 6,760378.51,182
Nordeste,Guilherme Alves,Air Fryer 4L,760185.21,610
Nordeste,Guilherme Alves,Mesa de Centro Moderna,757496.81,164
Nordeste,Kleber Esteves,Botas de Moto Impermeáveis,755703.37,472
Nordeste,Kleber Esteves,Chuveiro Elétrico Digital,755007.64,117
Nordeste,Guilherme Alves,Mouse Gamer Óptico,753451.99,175
Nordeste,Guilherme Alves,Umidificador de Ar,752174.55,165
Nordeste,Caio Mendes,Central Multimídia Android,752000.06,357
Nordeste,Kleber Esteves,Motor de Popa,751274.88,112
Nordeste,Caio Mendes,Tapete Geométrico,750031.97,111
Nordeste,Janaína Dantas,Pistola de Pintura Elétrica,749549.91,81
Nordeste,Elias Barbosa,Cômoda 4 Gavetas,746206.18,280
Nordeste,Igor Carvalho,Projetor Portátil,745945.1799999999,129
Nordeste,Bruna Lima,Serra Tico-Tico,743744.0800000001,414
Nordeste,Janaína Dantas,Calça Jeans Motoqueiro,743722.48,104
Nordeste,Elias Barbosa,Mesa de Centro Moderna,742730.03,136
Nordeste,Igor Carvalho,Kit Sobrevivência Aventura,741892.88,1405
Nordeste,Fernanda Silveira,Cozinha Compacta,741175.86,277
Nordeste,Guilherme Alves,"Monitor Gamer 27""",736384.51,1827
Nordeste,Fernanda Silveira,Cantil Térmico,735686.84,164
Nordeste,Bruna Lima,Máquina de Lavar 12kg,734364.2000000001,138
Nordeste,Elias Barbosa,Microfone Condensador USB,734317.35,954
Nordeste,Janaína Dantas,Trena a Laser,734158.04,161
Nordeste,Elias Barbosa,Sanduicheira Elétrica,733092.91,118
Nordeste,Guilherme Alves,Drone com Câmera 4K,732232.99,265
Nordeste,Guilherme Alves,Esmerilhadeira Angular,730795.88,349
Nordeste,Heloísa Britto,Umidificador de Ar,730058.25,158
Nordeste,Denise Ramos,Banco de Jardim de Madeira,728571.55,139
Nordeste,Heloísa Britto,Saco de Dormir Ultraleve,727874.87,80
Nordeste,Denise Ramos,Bomba Submersa,726921.6900000001,142
Nordeste,Fernanda Silveira,Pipoca Elétrica,725654.11,863
Nordeste,Igor Carvalho,Faqueiro Inox 24 Peças,724734.88,532
Nordeste,Elias Barbosa,Ar Condicionado Split 9000 BTUs,724232.0,284
Nordeste,Denise Ramos,Bicicleta Ergométrica,723225.16,80
Nordeste,Bruna Lima,Botas de Moto Impermeáveis,722987.02,420
Nordeste,Janaína Dantas,Barraca de Camping 4 Pessoas,722037.52,1314
Nordeste,Elias Barbosa,Grill Elétrico Multiúso,721305.77,2095
Nordeste,Fernanda Silveira,Pistola de Pintura Elétrica,720725.65,78
Nordeste,Denise Ramos,Smartwatch Esportivo,720181.64,253
Nordeste,Igor Carvalho,Drone com Câmera 4K,719851.84,292
Nordeste,Kleber Esteves,Armário Multiuso,715991.41,136
Nordeste,Janaína Dantas,Cômoda 4 Gavetas,715800.11,263
Nordeste,Heloísa Britto,Cozinha Compacta,715794.58,338
Nordeste,Elias Barbosa,Headset Gamer Surround,715170.14,157
Nordeste,Bruna Lima,Calça Jeans Motoqueiro,715155.77,93
Nordeste,Janaína Dantas,Furadeira de Impacto,714729.62,313
Nordeste,Elias Barbosa,Filtro de Barro Tradicional,714169.76,262
Nordeste,Caio Mendes,GPS Automotivo,713734.2,160
Nordeste,Elias Barbosa,Kit Lâmpadas LED Inteligentes,712252.36,188
Nordeste,Kleber Esteves,Assadeira de Vidro,712146.92,132
Nordeste,Heloísa Britto,Cafeteira Expresso,711561.77,128
Nordeste,Caio Mendes,Fone de Ouvido Bluetooth,711194.64,191
Nordeste,Guilherme Alves,Jaqueta Motoqueiro Couro,710926.88,312
Nordeste,Igor Carvalho,Cafeteira Expresso,710588.4,109
Nordeste,Bruna Lima,Cômoda 4 Gavetas,710306.3200000001,248
Nordeste,Caio Mendes,Fechadura Digital Biométrica,709791.5800000001,150
Nordeste,Denise Ramos,Barbeador Elétrico,709351.12,108
Nordeste,Guilherme Alves,Impressora Multifuncional,708126.79,228
Nordeste,Heloísa Britto,Aspirador de Água e Pó,707410.6,139
Nordeste,Caio Mendes,Microfone Condensador USB,707094.33,1011
Nordeste,Guilherme Alves,Filtro de Barro Tradicional,705443.8,275
Nordeste,Heloísa Britto,Teclado Mecânico RGB,705196.4299999999,1043
Nordeste,Denise Ramos,Cômoda 4 Gavetas,704987.81,272
Nordeste,Igor Carvalho,Assadeira de Vidro,703230.6,158
Nordeste,Bruna Lima,Echo Dot 4ª Geração,702438.46,233
Nordeste,Elias Barbosa,Aspirador de Pó Robô,701243.54,336
Nordeste,Janaína Dantas,Echo Dot 4ª Geração,700809.39,200
Nordeste,Heloísa Britto,Liquidificador Turbo,699631.51,135
Nordeste,Denise Ramos,Cama Box Queen Size,699390.06,166
Nordeste,Caio Mendes,Ferro de Passar a Vapor,699058.2899999999,82
Nordeste,Janaína Dantas,Assadeira de Vidro,698725.47,149
Nordeste,Bruna Lima,Sanduicheira Grill,698308.1900000001,218
Nordeste,Heloísa Britto,Bússola Profissional,697883.23,818
Nordeste,Fernanda Silveira,Geladeira Frost Free,697744.22,214
Nordeste,Kleber Esteves,Fechadura Digital Biométrica,696466.98,151
Nordeste,Igor Carvalho,Sofá 3 Lugares Reclinável,695387.94,842
Nordeste,Guilherme Alves,Kit de Jardinagem,694390.59,1606
Nordeste,Fernanda Silveira,Pneu Aro 16,694306.9,163
Nordeste,Kleber Esteves,Kit Ferramentas Completo,694163.62,178
Nordeste,Elias Barbosa,"Monitor Gamer 27""",692404.84,1557
Nordeste,Fernanda Silveira,Roçadeira a Gasolina,692386.9199999999,356
Nordeste,Elias Barbosa,Notebook Gamer G300,691356.78,325
Nordeste,Heloísa Britto,Calça Jeans Motoqueiro,691232.9199999999,90
Nordeste,Guilherme Alves,Purificador de Água,691205.36,264
Nordeste,Fernanda Silveira,Kit Sobrevivência Aventura,690413.3,1533
Nordeste,Igor Carvalho,Balança Digital Bioimpedância,690072.01,188
Nordeste,Bruna Lima,Kit Ferramentas Completo,689731.76,158
Nordeste,Denise Ramos,Motor de Popa,688204.9600000001,90
Nordeste,Elias Barbosa,Trena a Laser,687707.11,127
Nordeste,Janaína Dantas,Microfone Condensador USB,687298.8300000001,953
Nordeste,Janaína Dantas,Filtro de Barro Tradicional,687283.0,257
Nordeste,Heloísa Britto,Luvas de Proteção Moto,686185.52,219
Nordeste,Denise Ramos,Geladeira Frost Free,685955.5599999999,197
Nordeste,Kleber Esteves,Cooktop 5 Bocas,684530.25,212
Nordeste,Igor Carvalho,Sanduicheira Grill,684302.28,184
Nordeste,Fernanda Silveira,"Monitor Gamer 27""",683140.34,2002
Nordeste,Kleber Esteves,Kit Lâmpadas LED Inteligentes,682899.38,162
Nordeste,Kleber Esteves,Ar Condicionado Split 9000 BTUs,681184.29,225
Nordeste,Caio Mendes,Pneu Aro 16,679291.82,158
Nordeste,Bruna Lima,Furadeira de Impacto,678988.12,295
Nordeste,Fernanda Silveira,Echo Dot 4ª Geração,677799.11,221
Nordeste,Denise Ramos,Máquina de Lavar 12kg,677364.95,110
Nordeste,Denise Ramos,"Monitor Gamer 27""",677192.48,1683
Nordeste,Guilherme Alves,Notebook Gamer G300,676911.1699999999,199
Nordeste,Janaína Dantas,Cafeteira Expresso,676556.34,108
Nordeste,Kleber Esteves,Câmera de Ré para Carro,675757.09,207
Nordeste,Bruna Lima,Bússola Profissional,675256.16,695
Nordeste,Guilherme Alves,Ventilador de Torre,675086.46,77
Nordeste,Caio Mendes,Notebook Gamer G300,675050.48,250
Nordeste,Bruna Lima,Balança Digital Bioimpedância,674451.53,216
Nordeste,Igor Carvalho,Liquidificador Turbo,673358.54,153
Nordeste,Heloísa Britto,Cantil Térmico,672799.7999999999,152
Nordeste,Guilherme Alves,Smartwatch Esportivo,669763.35,215
Nordeste,Bruna Lima,Kit de Jardinagem,669578.77,1543
Nordeste,Denise Ramos,Notebook Gamer G300,669500.74,221
Nordeste,Elias Barbosa,Bússola Profissional,669456.68,692
Nordeste,Fernanda Silveira,Fone de Ouvido Bluetooth,669451.09,187
Nordeste,Fernanda Silveira,Headset Gamer Surround,668884.51,147
Nordeste,Guilherme Alves,Roçadeira a Gasolina,668545.27,418
Nordeste,Janaína Dantas,"Monitor Gamer 27""",668443.76,1656
Nordeste,Kleber Esteves,Microfone Condensador USB,668322.22,877
Nordeste,Igor Carvalho,Furadeira de Impacto,667315.56,299
Nordeste,Guilherme Alves,Bomba Submersa,667108.01,138
Nordeste,Heloísa Britto,Roteador Wi-Fi 6,666923.6799999999,202
Nordeste,Guilherme Alves,Bússola Profissional,665438.44,803
Nordeste,Heloísa Britto,Panela de Pressão Elétrica,664867.34,412
Nordeste,Guilherme Alves,Pipoca Elétrica,664317.76,726
Nordeste,Heloísa Britto,Polidor de Carro Elétrico,664240.19,172
Nordeste,Caio Mendes,Impressora Multifuncional,664011.45,235
Nordeste,Fernanda Silveira,Grill Elétrico Multiúso,663594.11,2085
Nordeste,Caio Mendes,Chuveiro Elétrico Digital,662609.95,115
Nordeste,Denise Ramos,Sofá 3 Lugares Reclinável,662344.18,786
Nordeste,Igor Carvalho,Microfone Condensador USB,662023.21,1406
Nordeste,Bruna Lima,Esmerilhadeira Angular,661582.3,288
Nordeste,Denise Ramos,Caixa de Som Portátil,660849.1,360
Nordeste,Bruna Lima,Mangueira de Jardim Flexível,659816.48,253
Nordeste,Igor Carvalho,Bomba Submersa,659358.96,130
Nordeste,Bruna Lima,Chaleira Elétrica,659208.52,111
Nordeste,Caio Mendes,Cômoda 4 Gavetas,659132.4099999999,294
Nordeste,Caio Mendes,Projetor Portátil,658638.29,115
Nordeste,Caio Mendes,Sensor de Estacionamento,658457.58,147
Nordeste,Fernanda Silveira,Esmerilhadeira Angular,657030.6,271
Nordeste,Caio Mendes,Pistola de Pintura Elétrica,656057.28,67
Nordeste,Denise Ramos,Bússola Profissional,653647.7,663
Nordeste,Igor Carvalho,Bússola Profissional,652847.15,777
Nordeste,Elias Barbosa,Drone com Câmera 4K,652321.63,256
Nordeste,Fernanda Silveira,Aspirador de Água e Pó,651023.6000000001,126
Nordeste,Guilherme Alves,Lanterna Tática LED,650097.02,246
Nordeste,Igor Carvalho,Grill Elétrico Multiúso,650095.23,1710
Nordeste,Elias Barbosa,Central Multimídia Android,649973.81,328
Nordeste,Igor Carvalho,Luvas de Proteção Moto,648123.47,185
Nordeste,Elias Barbosa,Webcam Full HD,647403.2,103
Nordeste,Heloísa Britto,Chuveiro Elétrico Digital,647313.26,112
Nordeste,Caio Mendes,Purificador de Água,647083.61,318
Nordeste,Janaína Dantas,Máquina de Lavar 12kg,646972.77,113
Nordeste,Fernanda Silveira,Chaleira Elétrica,646124.09,101
Nordeste,Caio Mendes,Máquina de Lavar 12kg,643024.28,104
Nordeste,Igor Carvalho,Panela de Pressão Elétrica,642572.1,449
Nordeste,Janaína Dantas,Headset Gamer Surround,642050.0,150
Nordeste,Caio Mendes,Barbeador Elétrico,641867.8300000001,94
Nordeste,Janaína Dantas,Mouse Gamer Óptico,639519.94,132
Nordeste,Fernanda Silveira,Teclado Mecânico RGB,636682.73,784
Nordeste,Heloísa Britto,Máquina de Lavar 12kg,636039.3300000001,103
Nordeste,Guilherme Alves,Calça Jeans Motoqueiro,636023.2000000001,81
Nordeste,Heloísa Britto,Ferro de Passar a Vapor,632654.39,81
Nordeste,Janaína Dantas,Esmerilhadeira Angular,632458.98,240
Nordeste,Guilherme Alves,GPS Automotivo,631674.56,191
Nordeste,Guilherme Alves,Grill Elétrico Multiúso,630222.18,1747
Nordeste,Janaína Dantas,Lavadora de Alta Pressão,629315.57,375
Nordeste,Caio Mendes,Travesseiro de Espuma Viscoelástica,628686.14,1028
Nordeste,Kleber Esteves,Furadeira de Impacto,628653.36,252
Nordeste,Fernanda Silveira,Panela de Pressão Elétrica,628603.52,409
Nordeste,Kleber Esteves,Sanduicheira Grill,628226.61,187
Nordeste,Caio Mendes,Armário Multiuso,625875.21,114
Nordeste,Igor Carvalho,Central Multimídia Android,625479.48,373
Nordeste,Kleber Esteves,Smartwatch Esportivo,625329.02,192
Nordeste,Kleber Esteves,Drone com Câmera 4K,623492.11,255
Nordeste,Elias Barbosa,Echo Dot 4ª Geração,623122.5900000001,213
Nordeste,Bruna Lima,Alarme Automotivo,622603.5,114
Nordeste,Caio Mendes,"Monitor Gamer 27""",622569.0,1561
Nordeste,Heloísa Britto,Capacete de Moto Esportivo,621457.63,237
Nordeste,Elias Barbosa,Calça Jeans Motoqueiro,621432.72,86
Nordeste,Denise Ramos,Máquina de Costura Doméstica,620799.61,134
Nordeste,Heloísa Britto,Vaso Sanitário com Caixa Acoplada,620302.2,55
Nordeste,Heloísa Britto,Bateria Portátil Power Bank,619630.33,214
Nordeste,Caio Mendes,Mouse Gamer Óptico,617561.98,93
Nordeste,Caio Mendes,Câmera Digital Profissional,616426.34,108
Nordeste,Caio Mendes,Esmerilhadeira Angular,614536.82,230
Nordeste,Fernanda Silveira,Liquidificador Turbo,614291.96,124
Nordeste,Igor Carvalho,Cama Box Queen Size,613570.44,154
Nordeste,Denise Ramos,Esmerilhadeira Angular,613368.15,278
Nordeste,Caio Mendes,Cooktop 5 Bocas,613010.82,192
Nordeste,Heloísa Britto,Caixa de Som Portátil,612637.6799999999,327
Nordeste,Heloísa Britto,Chaleira Elétrica,612385.59,130
Nordeste,Kleber Esteves,Jaqueta Motoqueiro Couro,611820.55,240
Nordeste,Heloísa Britto,Projetor Portátil,610949.34,111
Nordeste,Bruna Lima,Caixa de Som Portátil,610866.06,371
Nordeste,Kleber Esteves,Air Fryer 4L,610583.79,456
Nordeste,Caio Mendes,Aspirador de Pó Robô,610316.72,237
Nordeste,Elias Barbosa,Máquina de Lavar 12kg,608604.5,133
Nordeste,Bruna Lima,Filtro de Barro Tradicional,608603.08,261
Nordeste,Guilherme Alves,Forno Microondas Digital,607811.4,151
Nordeste,Janaína Dantas,Capacete de Moto Esportivo,607226.04,199
Nordeste,Fernanda Silveira,Lixadeira Orbital,606750.15,612
Nordeste,Igor Carvalho,Smartwatch Esportivo,606052.9299999999,185
Nordeste,Elias Barbosa,Mangueira de Jardim Flexível,605640.61,214
Nordeste,Denise Ramos,Fechadura Digital Biométrica,604582.92,157
Nordeste,Bruna Lima,Headset Gamer Surround,604515.63,173
Nordeste,Guilherme Alves,Assadeira de Vidro,604269.91,147
Nordeste,Kleber Esteves,"Monitor Gamer 27""",603311.49,1643
Nordeste,Janaína Dantas,Balança Digital Bioimpedância,602593.22,206
Nordeste,Heloísa Britto,Ar Condicionado Split 9000 BTUs,599871.03,197
Nordeste,Denise Ramos,Projetor Portátil,599332.28,111
Nordeste,Guilherme Alves,Panela de Pressão Elétrica,599113.69,404
Nordeste,Heloísa Britto,Barraca de Camping 4 Pessoas,598528.0,1265
Nordeste,Igor Carvalho,Headset Gamer Surround,598348.24,133
Nordeste,Heloísa Britto,Lava-Louças Compacta,598346.12,671
Nordeste,Kleber Esteves,Geladeira Frost Free,597607.39,192
Nordeste,Elias Barbosa,Faqueiro Inox 24 Peças,595772.53,406
Nordeste,Denise Ramos,Ferro de Passar a Vapor,592813.49,95
Nordeste,Caio Mendes,Lavadora de Alta Pressão,592600.58,378
Nordeste,Igor Carvalho,Kit Lâmpadas LED Inteligentes,591648.36,134
Nordeste,Elias Barbosa,Sanduicheira Grill,591178.1900000001,179
Nordeste,Bruna Lima,Projetor Portátil,589296.63,137
Nordeste,Denise Ramos,Fone de Ouvido Bluetooth,588113.09,160
Nordeste,Guilherme Alves,Cadeira de Escritório Ergonômica,586732.42,486
Nordeste,Fernanda Silveira,Ferro de Passar a Vapor,586210.14,80
Nordeste,Elias Barbosa,Assadeira de Vidro,586158.2,129
Nordeste,Denise Ramos,Purificador de Água,585334.89,231
Nordeste,Elias Barbosa,Máquina de Costura Doméstica,585166.42,139
Nordeste,Kleber Esteves,Lavadora de Alta Pressão,583965.29,344
Nordeste,Igor Carvalho,Fone de Ouvido Bluetooth,583474.48,155
Nordeste,Kleber Esteves,Forno Microondas Digital,583409.53,141
Nordeste,Janaína Dantas,Tapete Geométrico,583123.42,125
Nordeste,Bruna Lima,Lixadeira Orbital,582891.45,678
Nordeste,Kleber Esteves,Ferro de Passar a Vapor,581791.84,71
Nordeste,Elias Barbosa,Guarda-Roupa Casal,581731.98,97
Nordeste,Janaína Dantas,Mangueira de Jardim Flexível,581589.6,231
Nordeste,Bruna Lima,Banco de Jardim de Madeira,581537.39,130
Nordeste,Fernanda Silveira,Tapete Geométrico,580847.2,117
Nordeste,Kleber Esteves,Panela de Pressão Elétrica,579326.13,352
Nordeste,Igor Carvalho,Armário Multiuso,579175.46,106
Nordeste,Caio Mendes,Webcam Full HD,578588.34,79
Nordeste,Fernanda Silveira,Barbeador Elétrico,578434.1799999999,90
Nordeste,Janaína Dantas,Roçadeira a Gasolina,576184.3,405
Nordeste,Guilherme Alves,Sofá 3 Lugares Reclinável,574995.09,593
Nordeste,Igor Carvalho,Impressora Multifuncional,574383.36,197
Nordeste,Guilherme Alves,Sensor de Estacionamento,574138.44,129
Nordeste,Elias Barbosa,Lixadeira Orbital,573650.55,588
Nordeste,Guilherme Alves,Chuveiro Elétrico Digital,573595.3,105
Nordeste,Igor Carvalho,Kit de Jardinagem,573433.54,1202
Nordeste,Fernanda Silveira,Bicicleta Ergométrica,573115.96,61
Nordeste,Heloísa Britto,Câmera Digital Profissional,572011.55,99
Nordeste,Igor Carvalho,Fechadura Digital Biométrica,570651.58,128
Nordeste,Denise Ramos,Abajur de Chão Decorativo,567385.82,78
Nordeste,Kleber Esteves,Barbeador Elétrico,567071.13,105
Nordeste,Heloísa Britto,Tábua de Passar Roupa,566842.45,228
Nordeste,Denise Ramos,Central Multimídia Android,566700.08,288
Nordeste,Guilherme Alves,Lava-Louças Compacta,565681.12,730
Nordeste,Denise Ramos,Impressora Multifuncional,565284.1,178
Nordeste,Heloísa Britto,Fone de Ouvido Bluetooth,565266.59,173
Nordeste,Heloísa Britto,Roçadeira a Gasolina,564712.15,337
Nordeste,Heloísa Britto,Air Fryer 4L,564465.93,404
Nordeste,Igor Carvalho,Câmera Digital Profissional,564372.0,105
Nordeste,Igor Carvalho,Banco de Jardim de Madeira,564308.88,155
Nordeste,Caio Mendes,Smartwatch Esportivo,563701.6900000001,167
Nordeste,Fernanda Silveira,Tábua de Passar Roupa,563011.21,198
Nordeste,Heloísa Britto,Guarda-Roupa Casal,562335.38,93
Nordeste,Elias Barbosa,Air Fryer 4L,560029.8200000001,464
Nordeste,Elias Barbosa,Sensor de Estacionamento,559525.15,152
Nordeste,Elias Barbosa,Câmera Digital Profissional,559497.4,101
Nordeste,Heloísa Britto,Smartwatch Esportivo,555612.15,190
Nordeste,Denise Ramos,Drone com Câmera 4K,554798.5700000001,252
Nordeste,Caio Mendes,Drone com Câmera 4K,554650.05,229
Nordeste,Caio Mendes,Saco de Dormir Ultraleve,553004.93,83
Nordeste,Janaína Dantas,Central Multimídia Android,552325.54,279
Nordeste,Bruna Lima,Kit Sobrevivência Aventura,551781.34,1052
Nordeste,Caio Mendes,Cafeteira Expresso,551341.05,89
Nordeste,Fernanda Silveira,Faqueiro Inox 24 Peças,550101.73,384
Nordeste,Kleber Esteves,Tábua de Passar Roupa,549287.09,212
Nordeste,Guilherme Alves,Balança Digital Bioimpedância,549279.45,205
Nordeste,Bruna Lima,Notebook Gamer G300,548389.74,243
Nordeste,Fernanda Silveira,Purificador de Água,548247.21,209
Nordeste,Janaína Dantas,Cooktop 5 Bocas,547925.28,180
Nordeste,Bruna Lima,Cama Box Queen Size,547653.73,128
Nordeste,Guilherme Alves,Mesa de Jantar 4 Cadeiras,547432.54,211
Nordeste,Heloísa Britto,Banco de Jardim de Madeira,546571.58,113
Nordeste,Guilherme Alves,Fone de Ouvido Bluetooth,546515.15,160
Nordeste,Guilherme Alves,Armário Multiuso,544655.36,129
Nordeste,Elias Barbosa,Cozinha Compacta,543879.79,191
Nordeste,Caio Mendes,Geladeira Frost Free,542589.65,150
Nordeste,Bruna Lima,Capacete de Moto Esportivo,539902.88,193
Nordeste,Heloísa Britto,Travesseiro de Espuma Viscoelástica,539293.6,842
Nordeste,Denise Ramos,Liquidificador Turbo,539048.1,97
Nordeste,Igor Carvalho,"Monitor Gamer 27""",538251.87,1481
Nordeste,Igor Carvalho,Notebook Gamer G300,537812.11,159
Nordeste,Elias Barbosa,Forno Microondas Digital,537482.77,136
Nordeste,Elias Barbosa,Pipoca Elétrica,535442.14,569
Nordeste,Elias Barbosa,Roçadeira a Gasolina,534008.44,319
Nordeste,Igor Carvalho,Caixa de Som Portátil,533679.93,330
Nordeste,Guilherme Alves,Cômoda 4 Gavetas,533628.22,186
Nordeste,Kleber Esteves,Mouse Gamer Óptico,533542.4,81
Nordeste,Denise Ramos,Botas de Moto Impermeáveis,532775.89,267
Nordeste,Fernanda Silveira,Kit Lâmpadas LED Inteligentes,532672.22,156
Nordeste,Guilherme Alves,Abajur de Chão Decorativo,532652.06,73
Nordeste,Elias Barbosa,Caixa de Som Portátil,532496.57,294
Nordeste,Caio Mendes,Chaleira Elétrica,531400.78,79
Nordeste,Janaína Dantas,Umidificador de Ar,530982.65,114
Nordeste,Elias Barbosa,Fechadura Digital Biométrica,530528.47,149
Nordeste,Heloísa Britto,Balança Digital Bioimpedância,530371.5700000001,197
Nordeste,Bruna Lima,Jaqueta Motoqueiro Couro,530010.76,226
Nordeste,Caio Mendes,Pipoca Elétrica,529287.27,522
Nordeste,Fernanda Silveira,Mangueira de Jardim Flexível,529134.08,204
Nordeste,Fernanda Silveira,Lava-Louças Compacta,529006.91,619
Nordeste,Kleber Esteves,Faqueiro Inox 24 Peças,528089.06,386
Nordeste,Kleber Esteves,Banco de Jardim de Madeira,527829.29,99
Nordeste,Heloísa Britto,Grill Elétrico Multiúso,526134.24,1433
Nordeste,Igor Carvalho,Lava-Louças Compacta,526071.96,588
Nordeste,Heloísa Britto,Central Multimídia Android,525554.59,352
Nordeste,Igor Carvalho,Capacete de Moto Esportivo,525300.98,236
Nordeste,Janaína Dantas,Sanduicheira Elétrica,525139.73,97
Nordeste,Caio Mendes,Umidificador de Ar,525052.36,143
Nordeste,Janaína Dantas,Aspirador de Água e Pó,523648.73,110
Nordeste,Bruna Lima,Capa de Carro Protetora,522030.42,410
Nordeste,Fernanda Silveira,Máquina de Costura Doméstica,521681.38,106
Nordeste,Guilherme Alves,Botas de Moto Impermeáveis,521661.05,273
Nordeste,Janaína Dantas,Kit Sobrevivência Aventura,521270.05,1095
Nordeste,Guilherme Alves,Echo Dot 4ª Geração,521228.85,166
Nordeste,Janaína Dantas,Sensor de Estacionamento,519399.39,110
Nordeste,Caio Mendes,Grill Elétrico Multiúso,519197.54000000004,1401
Nordeste,Fernanda Silveira,Notebook Gamer G300,518978.09,134
